Sentence #,Word,Tag
,davis,I-party_size_description
,michelle,I-party_size_description
,and,I-party_size_description
,lizzie,I-party_size_description
,in,O
,Vermont,B-state
Sentence: 2826,book,O
,on,O
,feb.,B-timeRange
,the,I-timeRange
,twenty-sixth,I-timeRange
,2026,I-timeRange
,in,O
,Tracyton,B-city
,for,O
,two,B-party_size_number
,at,O
,a,O
,cafe,B-restaurant_type
Sentence: 2827,find,O
,an,O
,outdoor,B-facility
,facility,O
,for,O
,midday,B-timeRange
,in,O
,Datil,B-city
,at,O
,a,O
,pub,B-restaurant_type
,for,O
,six,B-party_size_number
Sentence: 2828,book,O
,a,O
,table,O
,for,O
,a,O
,party,O
,of,O
,7,B-party_size_number
Sentence: 2829,I,O
,want,O
,to,O
,book,O
,a,O
,restaurant,B-restaurant_type
,neighboring,B-spatial_relation
,Livonia,B-poi
,Av,I-poi
Sentence: 2830,Find,O
,me,O
,a,O
,table,O
,at,O
,a,O
,javanese,B-cuisine
,brasserie,B-restaurant_type
Sentence: 2831,I,O
,want,O
,to,O
,book,O
,a,O
,restaurant,B-restaurant_type
,next,B-timeRange
,year,I-timeRange
,in,O
,Glazier,B-city
,for,O
,6,B-party_size_number
,people.,O
Sentence: 2832,I'd,O
,like,O
,a,O
,table,O
,for,O
,3,B-party_size_number
,at,O
,a,O
,tavern,B-restaurant_type
,in,O
,the,O
,Vatican,B-country
Sentence: 2833,book,O
,for,O
,lobster,B-served_dish
,newberg,I-served_dish
,this,B-timeRange
,week,I-timeRange
,in,O
,Malaysia,B-country
,at,O
,a,O
,restaurant,B-restaurant_type
,for,O
,four,B-party_size_number
Sentence: 2834,I'm,O
,looking,O
,for,O
,a,O
,local,O
,cafeteria,B-restaurant_type
,that,O
,has,O
,wifi,B-facility
,accesss,O
,for,O
,a,O
,party,O
,of,O
,4,B-party_size_number
Sentence: 2835,Please,O
,get,O
,seating,O
,at,O
,Bouchon,B-restaurant_name
,in,O
,Tonga,B-country
,for,O
,jimmie,B-party_size_description
,and,I-party_size_description
,chasity,I-party_size_description
,howard,I-party_size_description
Sentence: 2836,Book,O
,reservations,O
,at,O
,a,O
,restaurant,B-restaurant_type
,with,O
,vickie,B-party_size_description
,and,I-party_size_description
,caitlin,I-party_size_description
,on,O
,February,B-timeRange
,the,I-timeRange
,second,I-timeRange
,2018,I-timeRange
Sentence: 2837,book,O
,a,O
,Ukraine,B-country
,pub,B-restaurant_type
,serves,O
,mineiro,B-cuisine
Sentence: 2838,book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,MS,B-state
,that,O
,can,O
,seat,O
,ten,B-party_size_number
,at,O
,01:51:47,B-timeRange
,pm,I-timeRange
Sentence: 2839,Make,O
,a,O
,booking,O
,for,O
,the,O
,highly,B-sort
,rated,I-sort
,food,B-restaurant_type
,court,I-restaurant_type
,in,O
,Montenegro,B-country
,.,O
Sentence: 2840,Please,O
,book,O
,a,O
,table,O
,for,O
,10,B-party_size_number
,at,O
,a,O
,faraway,B-spatial_relation
,top-rated,B-sort
,brasserie,B-restaurant_type
,in,O
,Malaysia,B-country
,on,O
,Oct.,B-timeRange
,the,I-timeRange
,thirteenth,I-timeRange
,.,O
Sentence: 2841,book,O
,a,O
,table,O
,for,O
,five,B-party_size_number
,at,O
,a,O
,restaurant,B-restaurant_type
,with,O
,the,O
,best,B-sort
,rating,O
Sentence: 2842,book,O
,french,B-cuisine
,food,O
,for,O
,me,B-party_size_description
,and,I-party_size_description
,angeline,I-party_size_description
,at,O
,a,O
,restaurant,B-restaurant_type
Sentence: 2843,I'd,O
,like,O
,a,O
,table,O
,for,O
,10,B-party_size_number
,at,O
,a,O
,distant,B-spatial_relation
,place,O
,downtown,B-poi
,for,O
,next,B-timeRange
,fall,I-timeRange
Sentence: 2844,Book,O
,a,O
,table,O
,for,O
,three,B-party_size_number
,people,O
,at,O
,John,B-restaurant_name
,Pearson,I-restaurant_name
,Soda,I-restaurant_name
,Works,I-restaurant_name
,in,O
,Mauritius,B-country
,.,O
Sentence: 2845,Book,O
,a,O
,reservation,O
,for,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Palau,B-state
,in,B-timeRange
,six,I-timeRange
,years,I-timeRange
Sentence: 2846,Book,O
,a,O
,table,O
,for,O
,me,B-party_size_description
,naomi,I-party_size_description
,and,I-party_size_description
,elisabeth,I-party_size_description
,at,O
,a,O
,brasserie,B-restaurant_type
,with,O
,wifi,B-facility
Sentence: 2847,Book,O
,a,O
,reservation,O
,for,O
,six,B-party_size_number
,for,O
,a,O
,tyrolean,B-cuisine
,oyster,B-restaurant_type
,bar,I-restaurant_type
Sentence: 2848,book,O
,a,O
,restaurant,B-restaurant_type
,table,O
,at,O
,the,O
,food,B-restaurant_type
,court,I-restaurant_type
,in,O
,the,O
,spa,B-facility
,sixteen,B-timeRange
,hours,I-timeRange
,from,I-timeRange
,now,I-timeRange
Sentence: 2849,Book,O
,seating,O
,at,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Topton,B-city
Sentence: 2850,I,O
,want,O
,to,O
,book,O
,Dinner,B-restaurant_name
,by,I-restaurant_name
,Heston,I-restaurant_name
,Blumenthal,I-restaurant_name
,in,O
,AL,B-state
,.,O
Sentence: 2851,book,O
,a,O
,spot,O
,for,O
,9,B-party_size_number
,in,B-timeRange
,thirty,I-timeRange
,three,I-timeRange
,days,I-timeRange
,at,O
,Ringlestone,B-restaurant_name
,Inn,I-restaurant_name
,close,B-spatial_relation
,to,O
,Grenada,B-country
Sentence: 2852,Book,O
,a,O
,reservation,O
,at,O
,a,O
,restaraunt,O
,in,O
,CT,B-state
Sentence: 2853,party,O
,for,O
,ten,B-party_size_number
,at,O
,National,B-restaurant_name
,Coney,I-restaurant_name
,Island,I-restaurant_name
,in,O
,DE,B-state
Sentence: 2854,book,O
,a,O
,table,O
,in,O
,Fort,B-city
,Loudon,I-city
,at,O
,a,O
,restaurant,B-restaurant_type
,for,O
,5,B-party_size_number
Sentence: 2855,book,O
,a,O
,spot,O
,for,O
,2,B-party_size_number
,at,O
,a,O
,restaurant,B-restaurant_type
,in,O
,PW,B-state
Sentence: 2856,book,O
,a,O
,food,B-restaurant_type
,truck,I-restaurant_type
,for,O
,greek,B-cuisine
,food,O
,for,O
,7,B-party_size_number
Sentence: 2857,Book,O
,a,O
,highly,B-sort
,rated,I-sort
,restaurant,B-restaurant_type
,.,O
Sentence: 2858,book,O
,an,O
,australian,B-cuisine
,restaurant,B-restaurant_type
,in,O
,Moldova,B-country
Sentence: 2859,book,O
,a,O
,socca,B-served_dish
,serving,O
,steakhouse,B-restaurant_type
,for,O
,2,B-party_size_number
,in,O
,Saint,B-city
,James,I-city
,Alabama,B-state
Sentence: 2860,I,O
,need,O
,a,O
,reservation,O
,for,O
,four,B-timeRange
,minutes,I-timeRange
,from,I-timeRange
,now,I-timeRange
,for,O
,3,B-party_size_number
,people,O
,in,O
,the,O
,Falkland,B-country
,Islands,I-country
Sentence: 2861,I,O
,need,O
,a,O
,reservation,O
,looking,O
,for,O
,a,O
,place,O
,with,O
,pool,B-facility
,at,O
,Midnight,B-timeRange
,in,O
,a,O
,pub,B-restaurant_type
,.,O
Sentence: 2862,I,O
,need,O
,a,O
,fast,B-restaurant_type
,food,I-restaurant_type
,restaurant,I-restaurant_type
,that,O
,will,O
,seat,O
,two,B-party_size_number
,in,O
,a,O
,smoking,B-facility
,room,I-facility
,.,O
Sentence: 2863,me,B-party_size_description
,and,I-party_size_description
,katharine,I-party_size_description
,would,O
,like,O
,to,O
,go,O
,eat,O
,at,O
,Jan.,B-timeRange
,22nd,I-timeRange
,in,O
,IA,B-state
Sentence: 2864,book,O
,in,O
,Pine,B-city
,Bluffs,I-city
,for,O
,5,B-party_size_number
,people,O
,in,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
Sentence: 2865,On,O
,10/14/2026,B-timeRange
,I,O
,have,O
,two,B-party_size_number
,people,O
,to,O
,eat,O
,at,O
,Coney,B-restaurant_name
,Island,I-restaurant_name
,Hot,I-restaurant_name
,Dog,I-restaurant_name
,Stand,I-restaurant_name
Sentence: 2866,I'd,O
,like,O
,to,O
,get,O
,4,B-party_size_number
,seats,O
,at,O
,a,O
,restaurant,B-restaurant_type
,.,O
Sentence: 2867,book,O
,a,O
,restaurant,B-restaurant_type
,for,O
,4,B-party_size_number
,of,O
,us,O
Sentence: 2868,Book,O
,a,O
,popular,B-sort
,brasserie,B-restaurant_type
,in,O
,Roads,B-city
,End,I-city
Sentence: 2869,book,O
,for,O
,2,B-party_size_number
,at,O
,a,O
,cafe,B-restaurant_type
,for,O
,burgers,B-served_dish
,in,O
,Gasport,B-city
Sentence: 2870,book,O
,a,O
,bar,B-restaurant_type
,with,O
,mediterranean,B-cuisine
,food,O
,for,O
,three,B-party_size_number
,people,O
Sentence: 2871,Make,O
,me,O
,a,O
,reservation,O
,that,O
,serves,O
,kebab,B-served_dish
,at,O
,a,O
,delicatessen,B-restaurant_type
,in,O
,AMbler,B-city
Sentence: 2872,book,O
,me,O
,a,O
,reservation,O
,at,O
,a,O
,bar,B-restaurant_type
,around,B-spatial_relation
,Juliff,B-city
,for,O
,three,B-party_size_number
,people,O
,that,O
,serves,O
,bucatini,B-served_dish
,for,O
,now,B-timeRange
Sentence: 2873,Book,O
,a,O
,table,O
,at,O
,South,B-restaurant_name
,Street,I-restaurant_name
,Diner,I-restaurant_name
,close,B-spatial_relation
,to,O
,your,B-poi
,teenager's,I-poi
,college,I-poi
,.,O
Sentence: 2874,table,O
,for,O
,4,B-party_size_number
,in,O
,Sparks,B-city
Sentence: 2875,book,O
,a,O
,table,O
,for,O
,vermicelli,B-served_dish
,at,O
,a,O
,restaurant,B-restaurant_type
Sentence: 2876,I,O
,want,O
,to,O
,make,O
,a,O
,reservation,O
,at,O
,the,O
,Conflict,B-restaurant_name
,Kitchen,I-restaurant_name
,for,O
,one,B-party_size_number
Sentence: 2877,Book,O
,me,O
,a,O
,table,O
,for,O
,five,B-party_size_number
,at,O
,the,O
,top-rated,B-sort
,Morocco,B-country
,restaurant,B-restaurant_type
,.,O
Sentence: 2878,Book,O
,the,O
,Slippery,B-restaurant_name
,Noodle,I-restaurant_name
,Inn,I-restaurant_name
,in,O
,Gober,B-city
,.,O
Sentence: 2879,Book,O
,a,O
,brasserie,B-restaurant_type
,for,O
,me,B-party_size_description
,and,I-party_size_description
,my,I-party_size_description
,team,I-party_size_description
,at,O
,four,B-timeRange
,am,I-timeRange
Sentence: 2880,book,O
,a,O
,spot,O
,for,O
,marlene,B-party_size_description
,jordan,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
,on,O
,oct.,B-timeRange
,the,I-timeRange
,6th,I-timeRange
Sentence: 2881,book,O
,a,O
,spot,O
,for,O
,five,B-party_size_number
,in,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
,as,O
,72nd,B-poi
,St,I-poi
Sentence: 2882,I,O
,want,O
,to,O
,book,O
,an,O
,oyster,B-restaurant_type
,bar,I-restaurant_type
,for,O
,five,B-party_size_number
,people.,O
Sentence: 2883,Book,O
,a,O
,highly,B-sort
,rated,I-sort
,food,B-restaurant_type
,court,I-restaurant_type
,for,O
,2,B-party_size_number
,people,O
,on,O
,jul.,B-timeRange
,4th,I-timeRange
,.,O
Sentence: 2884,I,O
,want,O
,seating,O
,for,O
,five,B-party_size_number
,near,B-spatial_relation
,the,O
,pool,B-facility
,at,O
,the,O
,pub,B-restaurant_type
Sentence: 2885,Find,O
,an,O
,Oasis,B-restaurant_name
,Drive-In,I-restaurant_name
,close-by,B-spatial_relation
,Beach,B-poi
,105th,I-poi
,St,I-poi
,.,O
Sentence: 2886,Would,O
,like,O
,a,O
,table,O
,right,O
,now,B-timeRange
,for,O
,leonor,B-party_size_description
,mendoza,I-party_size_description
,imogene,I-party_size_description
,and,I-party_size_description
,lisa,I-party_size_description
,sanchez,I-party_size_description
Sentence: 2887,Book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Myanmar,B-country
,for,O
,4,B-party_size_number
,.,O
Sentence: 2888,I,O
,want,O
,to,O
,book,O
,a,O
,restaurant,B-restaurant_type
,for,O
,6,B-party_size_number
,on,O
,january,B-timeRange
,third,I-timeRange
,within,B-spatial_relation
,walking,I-spatial_relation
,distance,I-spatial_relation
,of,O
,Northvale,B-poi
Sentence: 2889,I,O
,would,O
,like,O
,to,O
,book,O
,a,O
,bistro,B-restaurant_type
,for,O
,7,B-party_size_number
Sentence: 2890,book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Clawson,B-city
,,O
,MS,B-state
,for,O
,one,B-party_size_number
Sentence: 2891,Book,O
,a,O
,table,O
,for,O
,2,B-party_size_number
,people,O
,at,O
,a,O
,restaurant,B-restaurant_type
,with,O
,parking,B-facility
Sentence: 2892,Book,O
,a,O
,highly,B-sort
,rated,I-sort
,coffeehouse,B-restaurant_type
,for,O
,four,B-party_size_number
,people.,O
Sentence: 2893,book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,HI,B-state
Sentence: 2894,Make,O
,me,O
,a,O
,reservation,O
,in,O
,Cedarburg,B-city
,at,O
,0,B-timeRange
,pm,I-timeRange
Sentence: 2895,book,O
,Red,B-restaurant_name
,Crown,I-restaurant_name
,Tourist,I-restaurant_name
,Court,I-restaurant_name
,now,B-timeRange
,for,O
,ten,B-party_size_number
,not,B-spatial_relation
,far,I-spatial_relation
,from,O
,Tin,B-city
,City,I-city
Sentence: 2896,book,O
,a,O
,cafeteria,B-restaurant_type
,for,O
,5,B-party_size_number
,in,O
,Turkmenistan,B-country
Sentence: 2897,I,O
,want,O
,to,O
,book,O
,a,O
,restaurant,B-restaurant_type
,not,B-spatial_relation
,far,I-spatial_relation
,from,O
,our,B-poi
,college,I-poi
,.,O
Sentence: 2898,Book,O
,a,O
,table,O
,for,O
,seven,B-party_size_number
,people,O
,at,O
,a,O
,restaurant,B-restaurant_type
,which,O
,has,O
,internet,B-facility
,.,O
Sentence: 2899,book,O
,a,O
,table,O
,for,O
,8,B-party_size_number
,in,O
,China,B-country
,16,B-timeRange
,hours,I-timeRange
,ten,I-timeRange
,minutes,I-timeRange
,and,I-timeRange
,one,I-timeRange
,second,I-timeRange
,from,I-timeRange
,now,I-timeRange
Sentence: 2900,I,O
,want,O
,to,O
,eat,O
,at,O
,a,O
,scandinavian,B-cuisine
,restaurant,B-restaurant_type
,that,O
,is,O
,highly,B-sort
,rated,I-sort
,in,O
,Bonita,B-city
,Texas,B-state
Sentence: 2901,book,O
,a,O
,spot,O
,at,O
,a,O
,restaurant,B-restaurant_type
,within,B-spatial_relation
,walking,I-spatial_relation
,distance,I-spatial_relation
,of,O
,Palau,B-state
Sentence: 2902,Find,O
,a,O
,popular,B-sort
,diner,B-restaurant_type
,that,O
,serves,O
,brazilian,B-cuisine
,close,B-spatial_relation
,by,I-spatial_relation
,Oklahoma,B-state
,for,O
,nine,B-party_size_number
,people.,O
Sentence: 2903,Book,O
,a,O
,reservation,O
,for,O
,one,B-party_size_number
,at,O
,a,O
,highly,B-sort
,rated,I-sort
,restaurant,B-restaurant_type
,in,O
,Datil,B-city
Sentence: 2904,I,O
,would,O
,like,O
,reservations,O
,for,O
,Giodi's,O
,in,O
,Piper,B-city
,AZ,B-state
,.,O
Sentence: 2905,I,O
,need,O
,a,O
,reservation,O
,for,O
,a,O
,highly,B-sort
,rated,I-sort
,bistro,B-restaurant_type
,for,O
,a,O
,party,O
,of,O
,10,B-party_size_number
,.,O
Sentence: 2906,Please,O
,book,O
,a,O
,table,O
,for,O
,6,B-party_size_number
,people,O
,in,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
,as,O
,Bedford,B-poi
,Park,I-poi
,Blvd-Lehman,I-poi
,College,I-poi
Sentence: 2907,Find,O
,a,O
,table,O
,close,B-spatial_relation
,by,I-spatial_relation
,in,O
,the,O
,downtown,B-poi
,area,B-spatial_relation
,for,O
,sherri,B-party_size_description
,and,I-party_size_description
,I,I-party_size_description
Sentence: 2908,book,O
,me,O
,a,O
,Rustic,B-restaurant_name
,inn,I-restaurant_name
,restaurant,B-restaurant_type
,for,O
,8,B-party_size_number
,members,O
,at,O
,Nappanee,B-city
Sentence: 2909,Please,O
,book,O
,a,O
,restaurant,B-restaurant_type
,for,O
,45,B-timeRange
,weeks,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,FM,B-state
Sentence: 2910,book,O
,a,O
,spot,O
,for,O
,3,B-party_size_number
,at,O
,a,O
,bar,B-restaurant_type
,in,O
,Antarctica,B-country
Sentence: 2911,restaurant,B-restaurant_type
,named,O
,The,B-restaurant_name
,Palm,I-restaurant_name
,in,O
,Tennyson,B-city
,MI,B-state
Sentence: 2912,Book,O
,reservations,O
,at,O
,the,O
,Laurelhurst,B-restaurant_name
,Theater,I-restaurant_name
,for,O
,a,O
,party,O
,of,O
,7,B-party_size_number
Sentence: 2913,I,O
,need,O
,a,O
,table,O
,for,O
,nine,B-party_size_number
,at,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Pelican,B-city
,Bay,I-city
,serving,O
,chips,B-served_dish
,on,O
,December,B-timeRange
,6,I-timeRange
,2031,I-timeRange
Sentence: 2914,book,O
,a,O
,table,O
,for,O
,1,B-party_size_number
,at,O
,a,O
,restaurant,B-restaurant_type
Sentence: 2915,Book,O
,a,O
,reservation,O
,for,O
,Clinton,B-restaurant_name
,Street,I-restaurant_name
,Baking,I-restaurant_name
,Company,I-restaurant_name
,&,I-restaurant_name
,Restaurant,I-restaurant_name
,distant,B-spatial_relation
,from,O
,downtown,B-poi
Sentence: 2916,me,B-party_size_description
,maggie,I-party_size_description
,and,I-party_size_description
,ellen,I-party_size_description
,want,O
,to,O
,eat,O
,at,O
,Lentil,B-restaurant_name
,as,I-restaurant_name
,Anything,I-restaurant_name
Sentence: 2917,Book,O
,reservations,O
,at,O
,a,O
,tea,B-restaurant_type
,house,I-restaurant_type
,with,O
,esperanza,B-party_size_description
,and,I-party_size_description
,tommie,I-party_size_description
,now,B-timeRange
Sentence: 2918,book,O
,a,O
,spot,O
,for,O
,my,B-party_size_description
,kids,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
,at,O
,a,O
,restaurant,B-restaurant_type
,with,O
,frybread,B-served_dish
Sentence: 2919,Book,O
,a,O
,churrascaria,B-restaurant_type
,restaurant,I-restaurant_type
,for,O
,2,B-party_size_number
,which,O
,serves,O
,mezes,B-served_dish
Sentence: 2920,restaurant,B-restaurant_type
,in,O
,Niger,B-country
,for,O
,my,B-party_size_description
,mom,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
Sentence: 2921,book,O
,table,O
,to,O
,a,O
,tavern,B-restaurant_type
,for,O
,a,O
,scrapple,B-served_dish
,for,O
,harriett,B-party_size_description
,deanne,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
Sentence: 2922,Book,O
,a,O
,table,O
,for,O
,4,B-party_size_number
,in,O
,California,B-state
Sentence: 2923,book,O
,a,O
,table,O
,at,O
,Black,B-restaurant_name
,Rapids,I-restaurant_name
,Roadhouse,I-restaurant_name
,in,O
,Antarctica,B-country
,for,O
,nine,B-party_size_number
Sentence: 2924,Get,O
,me,O
,a,O
,table,O
,for,O
,sonya,B-party_size_description
,rebekah,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
,at,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Latvia,B-country
,.,O
Sentence: 2925,Find,O
,a,O
,reservation,O
,at,O
,Boone,B-restaurant_name
,Tavern,I-restaurant_name
,for,O
,4,B-party_size_number
,people,O
,in,O
,10:24,B-timeRange
Sentence: 2926,need,O
,a,O
,table,O
,somewhere,O
,in,O
,McLaurin,B-city
,Connecticut,B-state
Sentence: 2927,Book,O
,a,O
,restaurant,B-restaurant_type
,in,B-poi
,town,I-poi
,not,B-spatial_relation
,far,I-spatial_relation
,from,O
,here,O
,for,O
,me,B-party_size_description
,and,I-party_size_description
,my,I-party_size_description
,mother,I-party_size_description
,in,I-party_size_description
,law,I-party_size_description
,.,O
Sentence: 2928,book,O
,a,O
,popular,B-sort
,food,B-restaurant_type
,truck,I-restaurant_type
,in,O
,Kentucky,B-state
Sentence: 2929,book,O
,a,O
,table,O
,for,O
,me,B-party_size_description
,and,I-party_size_description
,belinda,I-party_size_description
,serving,O
,minestra,B-served_dish
,in,O
,a,O
,bar,B-restaurant_type
Sentence: 2930,Book,O
,a,O
,table,O
,for,O
,ida,B-party_size_description
,monica,I-party_size_description
,and,I-party_size_description
,etta,I-party_size_description
,at,O
,Cold,B-restaurant_name
,Spring,I-restaurant_name
,Tavern,I-restaurant_name
,in,O
,MD,B-state
Sentence: 2931,book,O
,a,O
,table,O
,for,O
,nine,B-timeRange
,PM,I-timeRange
,at,O
,a,O
,pub,B-restaurant_type
,in,O
,MA,B-state
Sentence: 2932,I,O
,need,O
,a,O
,reservation,O
,for,O
,a,O
,gastropub,B-restaurant_type
,that,O
,serves,O
,a,O
,maple,B-served_dish
,bacon,I-served_dish
,donut,I-served_dish
Sentence: 2933,I,O
,need,O
,to,O
,book,O
,a,O
,table,O
,at,O
,a,O
,tavern,B-restaurant_type
,that,O
,serve,O
,gnocchi,B-served_dish
,for,O
,nine,B-party_size_number
,in,O
,Owenyo,B-city
Sentence: 2934,Book,O
,me,O
,a,O
,reservation,O
,for,O
,eight,B-party_size_number
,for,O
,the,O
,top-rated,B-sort
,bakery,B-restaurant_type
,eleven,B-timeRange
,hours,I-timeRange
,from,I-timeRange
,now,I-timeRange
,in,O
,Mango,B-city
Sentence: 2935,Reserve,O
,a,O
,place,O
,to,O
,eat,O
,on,O
,march,B-timeRange
,fifteenth,I-timeRange
,in,O
,China,B-country
,within,B-spatial_relation
,the,I-spatial_relation
,same,I-spatial_relation
,area,I-spatial_relation
,.,O
Sentence: 2936,Book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Mauritania,B-country
,for,O
,1,B-party_size_number
,person.,O
Sentence: 2937,I,O
,would,O
,like,O
,to,O
,book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Niagara,B-city
,Falls,I-city
,for,O
,8,B-party_size_number
,on,O
,June,B-timeRange
,nineteenth,I-timeRange
Sentence: 2938,I'd,O
,like,O
,a,O
,table,O
,for,O
,3,B-party_size_number
,at,O
,a,O
,brasserie,B-restaurant_type
,in,O
,Hillview,B-city
,NE,B-state
,that,O
,has,O
,mineiro,B-cuisine
Sentence: 2939,Book,O
,a,O
,restaurant,B-restaurant_type
,for,O
,ten,B-party_size_number
,people.,O
Sentence: 2940,in,B-timeRange
,twenty,I-timeRange
,three,I-timeRange
,hours,I-timeRange
,and,I-timeRange
,1,I-timeRange
,second,I-timeRange
,my,B-party_size_description
,daughter,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
,want,O
,to,O
,eat,O
,at,O
,a,O
,restaurant,B-restaurant_type
Sentence: 2941,I,O
,need,O
,to,O
,book,O
,an,O
,indoor,B-facility
,pub,B-restaurant_type
,in,O
,Strabane,B-city
Sentence: 2942,book,O
,a,O
,spot,O
,for,O
,ten,B-party_size_number
,at,O
,a,O
,pub,B-restaurant_type
,that,O
,has,O
,umbrian,B-cuisine
,in,O
,NV,B-state
,on,O
,feb.,B-timeRange
,the,I-timeRange
,fourth,I-timeRange
Sentence: 2943,Can,O
,you,O
,place,O
,a,O
,reservation,O
,for,O
,me,O
,at,O
,Ariston,B-restaurant_name
,Cafe,I-restaurant_name
Sentence: 2944,Book,O
,something,O
,for,O
,me,B-party_size_description
,and,I-party_size_description
,my,I-party_size_description
,wife,I-party_size_description
,at,O
,a,O
,restaurant,B-restaurant_type
,in,B-timeRange
,four,I-timeRange
,weeks,I-timeRange
Sentence: 2945,book,O
,a,O
,table,O
,in,O
,Hallwood,B-city
,for,O
,one,B-party_size_number
,for,O
,supper,B-timeRange
Sentence: 2946,book,O
,for,O
,8,B-timeRange
,AM,I-timeRange
,in,O
,Massachusetts,B-state
,for,O
,1,B-party_size_number
Sentence: 2947,I'd,O
,like,O
,to,O
,eat,O
,souvlaki,B-served_dish
,fast,B-restaurant_type
,food,I-restaurant_type
,with,O
,a,O
,party,O
,of,O
,two,B-party_size_number
Sentence: 2948,Book,O
,reservations,O
,at,O
,a,O
,restaurant,O
,in,O
,Olton,B-city
,around,O
,supper,B-timeRange
,time,O
Sentence: 2949,I,O
,want,O
,seats,O
,for,O
,4,B-party_size_number
,at,O
,a,O
,Sichuan,B-restaurant_name
,Food,I-restaurant_name
,restaurant,B-restaurant_type
,in,O
,Indonesia,B-country
Sentence: 2950,Book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,seven,B-party_size_number
,in,O
,Fort,B-city
,McKinley,I-city
Sentence: 2951,Book,O
,a,O
,restaurant,B-restaurant_type
,for,O
,monique,B-party_size_description
,stewart,I-party_size_description
,arlene,I-party_size_description
,and,I-party_size_description
,jami,I-party_size_description
,.,O
Sentence: 2952,find,O
,a,O
,highly,B-sort
,rated,I-sort
,brasserie,B-restaurant_type
,restaurant,I-restaurant_type
,in,O
,Liberia,B-country
,and,O
,book,O
,a,O
,table,O
,for,O
,5,B-party_size_number
Sentence: 2953,book,O
,a,O
,table,O
,for,O
,3,B-party_size_number
,in,O
,Macao,B-country
Sentence: 2954,book,O
,a,O
,spot,O
,for,O
,1,B-party_size_number
,at,O
,a,O
,bakery,B-restaurant_type
,with,O
,crab,B-served_dish
,cake,I-served_dish
,not,B-spatial_relation
,far,I-spatial_relation
,from,O
,New,B-state
,Jersey,I-state
Sentence: 2955,I,O
,need,O
,a,O
,reservation,O
,for,O
,02:53,B-timeRange
,at,O
,Hotel,B-restaurant_name
,Arctic,I-restaurant_name
,in,O
,State,B-city
,Road,I-city
Sentence: 2956,I,O
,need,O
,seats,O
,for,O
,six,B-party_size_number
,at,O
,a,O
,vegan,B-served_dish
,bar,B-restaurant_type
,in,O
,London,B-poi
,Borough,I-poi
,of,I-poi
,Enfield,I-poi
,or,O
,the,O
,same,B-spatial_relation
,distant,I-spatial_relation
,in,B-timeRange
,one,I-timeRange
,second,I-timeRange
Sentence: 2957,I,O
,need,O
,to,O
,book,O
,a,O
,restaurant,B-restaurant_type
,in,O
,Sunnybrook,B-city
,for,O
,7,B-party_size_number
Sentence: 2958,Lets,O
,go,O
,to,O
,a,O
,bistro,B-restaurant_type
,in,O
,SD,B-state
Sentence: 2959,I,O
,need,O
,to,O
,book,O
,a,O
,highly,B-sort
,rated,I-sort
,restaurant,B-restaurant_type
,in,O
,Coronado,B-city
Sentence: 2960,I,O
,need,O
,a,O
,reservation,O
,for,O
,4,B-party_size_number
,in,O
,Illinois,B-state
Sentence: 2961,Book,O
,a,O
,restaurant,B-restaurant_type
,for,O
,four,B-party_size_number
,people,O
,in,O
,Wylliesburg,B-city
,.,O
Sentence: 2962,I,O
,need,O
,to,O
,book,O
,a,O
,table,O
,for,O
,6,B-party_size_number
,people,O
,at,O
,Montreal,B-restaurant_name
,Pool,I-restaurant_name
,Room,I-restaurant_name
,in,O
,Croatia,B-country
,.,O
Sentence: 2963,book,O
,me,O
,a,O
,restaurant,B-restaurant_type
,that,O
,serves,O
,hot,B-served_dish
,chicken,I-served_dish
,in,O
,Dutch,B-city
,Mills,I-city
,,O
,North,B-state
,Dakota,I-state
,for,O
,10,B-party_size_number
,people,O
,for,O
,3,B-timeRange
,am,I-timeRange
Sentence: 2964,I,O
,want,O
,to,O
,eat,O
,supper,B-timeRange
,at,O
,a,O
,Lesotho,B-country
,plaCE,O
Sentence: 2965,Book,O
,a,O
,table,O
,for,O
,my,B-party_size_description
,granddaughter,I-party_size_description
,and,I-party_size_description
,I,I-party_size_description
,at,O
,the,O
